ds,Nuclear_indisponibility
1992,2017-06-15,23412.0
1993,2017-06-16,25362.0
1994,2017-06-17,25387.0
1995,2017-06-18,24267.0
1996,2017-06-19,24857.0
1997,2017-06-20,23357.0
1998,2017-06-21,23357.0
1999,2017-06-22,22452.0
2000,2017-06-23,21122.0
2001,2017-06-24,25067.0
2002,2017-06-25,25012.0
2003,2017-06-26,24412.0
2004,2017-06-27,23625.0
2005,2017-06-28,24170.0
2006,2017-06-29,23255.0
2007,2017-06-30,24191.0
2008,2017-07-01,27622.0
2009,2017-07-02,28182.0
2010,2017-07-03,28412.0
2011,2017-07-04,25587.0
2012,2017-07-05,23800.0
2013,2017-07-06,22980.0
2014,2017-07-07,22965.0
2015,2017-07-08,22645.0
2016,2017-07-09,23337.0
2017,2017-07-10,23192.0
2018,2017-07-11,22500.0
2019,2017-07-12,22500.0
2020,2017-07-13,23252.0
2021,2017-07-14,23602.0
2022,2017-07-15,23992.0
2023,2017-07-16,23992.0
2024,2017-07-17,21553.0
2025,2017-07-18,22049.0
2026,2017-07-19,20838.0
2027,2017-07-20,20961.0
2028,2017-07-21,20961.0
2029,2017-07-22,22546.0
2030,2017-07-23,21898.0
2031,2017-07-24,21898.0
2032,2017-07-25,21898.0
2033,2017-07-26,21138.0
2034,2017-07-27,21138.0
2035,2017-07-28,20398.0
2036,2017-07-29,21253.0
2037,2017-07-30,20838.0
2038,2017-07-31,20688.0
2039,2017-08-01,20688.0
2040,2017-08-02,20688.0
2041,2017-08-03,20935.0
2042,2017-08-04,22064.0
2043,2017-08-05,24699.0
2044,2017-08-06,24008.0
2045,2017-08-07,22216.0
2046,2017-08-08,23656.0
2047,2017-08-09,22356.0
2048,2017-08-10,22356.0
2049,2017-08-11,22137.0
2050,2017-08-12,23007.0
2051,2017-08-13,24752.0
2052,2017-08-14,23242.0
2053,2017-08-15,22327.0
2054,2017-08-16,22197.0
2055,2017-08-17,24797.0
2056,2017-08-18,24011.0
2057,2017-08-19,22087.0
2058,2017-08-20,21152.0
2059,2017-08-21,21017.0
2060,2017-08-22,20232.0
2061,2017-08-23,20397.0
2062,2017-08-24,20202.0
2063,2017-08-25,21232.0
2064,2017-08-26,23517.0
2065,2017-08-27,20272.0
2066,2017-08-28,20407.0
2067,2017-08-29,20272.0
2068,2017-08-30,20152.0
2069,2017-08-31,20152.0
2070,2017-09-01,21482.0
2071,2017-09-02,21482.0
2072,2017-09-03,20152.0
2073,2017-09-04,19837.0
2074,2017-09-05,19237.0
2075,2017-09-06,19737.0
2076,2017-09-07,20257.0
2077,2017-09-08,20727.0
2078,2017-09-09,21270.0
2079,2017-09-10,19730.0
2080,2017-09-11,18985.0
2081,2017-09-12,18465.0
2082,2017-09-13,18465.0
2083,2017-09-14,18465.0
2084,2017-09-15,19540.0
2085,2017-09-16,21450.0
2086,2017-09-17,19410.0
2087,2017-09-18,18825.0
2088,2017-09-19,18935.0
2089,2017-09-20,18550.0
2090,2017-09-21,18550.0
2091,2017-09-22,18530.0
2092,2017-09-23,27010.0
2093,2017-09-24,20935.0
2094,2017-09-25,20025.0
2095,2017-09-26,20551.0
2096,2017-09-27,18612.0
2097,2017-09-28,18002.0
2098,2017-09-29,18842.0
2099,2017-09-30,22257.0
2100,2017-10-01,22752.0
2101,2017-10-02,22037.0
2102,2017-10-03,22647.0
2103,2017-10-04,25287.0
2104,2017-10-05,23160.0
2105,2017-10-06,23160.0
2106,2017-10-07,24470.0
2107,2017-10-08,24470.0
2108,2017-10-09,23330.0
2109,2017-10-10,23330.0
2110,2017-10-11,23330.0
2111,2017-10-12,24470.0
2112,2017-10-13,24470.0
2113,2017-10-14,24604.0
2114,2017-10-15,24389.0
2115,2017-10-16,23516.0
2116,2017-10-17,25011.0
2117,2017-10-18,25741.0
2118,2017-10-19,24887.0
2119,2017-10-20,25982.0
2120,2017-10-21,27721.0
2121,2017-10-22,25206.0
2122,2017-10-23,22795.0
2123,2017-10-24,22795.0
2124,2017-10-25,21818.0
2125,2017-10-26,21798.0
2126,2017-10-27,22533.0
2127,2017-10-28,23833.0
2128,2017-10-29,21458.0
2129,2017-10-30,21498.0
2130,2017-10-31,21905.0
2131,2017-11-01,23090.0
2132,2017-11-02,23090.0
2133,2017-11-03,24280.0
2134,2017-11-04,22295.0
2135,2017-11-05,21555.0
2136,2017-11-06,21395.0
2137,2017-11-07,21395.0
2138,2017-11-08,21395.0
2139,2017-11-09,22705.0
2140,2017-11-10,22705.0
2141,2017-11-11,21955.0
2142,2017-11-12,20485.0
2143,2017-11-13,21400.0
2144,2017-11-14,20685.0
2145,2017-11-15,20685.0
2146,2017-11-16,20685.0
2147,2017-11-17,19546.0
2148,2017-11-18,19971.0
2149,2017-11-19,19832.0
2150,2017-11-20,19546.0
2151,2017-11-21,19546.0
2152,2017-11-22,17450.0
2153,2017-11-23,16946.0
2154,2017-11-24,16100.0
2155,2017-11-25,18160.0
2156,2017-11-26,17090.0
2157,2017-11-27,13535.0
2158,2017-11-28,14505.0
2159,2017-11-29,15025.0
2160,2017-11-30,13990.0
2161,2017-12-01,12665.0
2162,2017-12-02,14350.0
2163,2017-12-03,12788.0
2164,2017-12-04,11840.0
2165,2017-12-05,10925.0
2166,2017-12-06,11320.0
2167,2017-12-07,11535.0
2168,2017-12-08,12995.0
2169,2017-12-09,13360.0
2170,2017-12-10,13440.0
2171,2017-12-11,12422.0
2172,2017-12-12,11512.0
2173,2017-12-13,13177.0
2174,2017-12-14,12442.0
2175,2017-12-15,11810.0
2176,2017-12-16,12656.0
2177,2017-12-17,11326.0
2178,2017-12-18,10051.0
2179,2017-12-19,9205.0
2180,2017-12-20,8460.0
2181,2017-12-21,8205.0
2182,2017-12-22,7290.0
2183,2017-12-23,9076.0
2184,2017-12-24,13245.0
2185,2017-12-25,10924.0
2186,2017-12-26,9979.0
2187,2017-12-27,8479.0
2188,2017-12-28,10309.0
2189,2017-12-29,10064.0
2190,2017-12-30,11114.0
2191,2017-12-31,16474.0
2192,2018-01-01,10450.0
2193,2018-01-02,5460.0
2194,2018-01-03,6559.0
2195,2018-01-04,6449.0
2196,2018-01-05,6449.0
2197,2018-01-06,6449.0
2198,2018-01-07,5809.0
2199,2018-01-08,4915.0
2200,2018-01-09,4570.0
2201,2018-01-10,4570.0
2202,2018-01-11,5485.0
2203,2018-01-12,6785.0
2204,2018-01-13,8095.0
2205,2018-01-14,7960.0
2206,2018-01-15,6250.0
2207,2018-01-16,5350.0
2208,2018-01-17,5350.0
2209,2018-01-18,5350.0
2210,2018-01-19,7145.0
2211,2018-01-20,7145.0
2212,2018-01-21,6780.0
2213,2018-01-22,6780.0
2214,2018-01-23,4790.0
2215,2018-01-24,4435.0
2216,2018-01-25,4435.0
2217,2018-01-26,4435.0
2218,2018-01-27,5345.0
2219,2018-01-28,6755.0
2220,2018-01-29,7975.0
2221,2018-01-30,6775.0
2222,2018-01-31,6400.0
2223,2018-02-01,6400.0
2224,2018-02-02,7550.0
2225,2018-02-03,7590.0
2226,2018-02-04,8505.0
2227,2018-02-05,7745.0
2228,2018-02-06,7745.0
2229,2018-02-07,6680.0
2230,2018-02-08,7486.0
2231,2018-02-09,7086.0
2232,2018-02-10,6771.0
2233,2018-02-11,6680.0
2234,2018-02-12,7015.0
2235,2018-02-13,7145.0
2236,2018-02-14,7145.0
2237,2018-02-15,7145.0
2238,2018-02-16,7145.0
2239,2018-02-17,11320.0
2240,2018-02-18,10980.0
2241,2018-02-19,13135.0
2242,2018-02-20,13135.0
2243,2018-02-21,11640.0
2244,2018-02-22,11640.0
2245,2018-02-23,11640.0
2246,2018-02-24,10980.0
2247,2018-02-25,11890.0
2248,2018-02-26,12310.0
2249,2018-02-27,13630.0
2250,2018-02-28,15055.0
2251,2018-03-01,10965.0
2252,2018-03-02,11090.0
2253,2018-03-03,13400.0
2254,2018-03-04,11750.0
2255,2018-03-05,12485.0
2256,2018-03-06,12485.0
2257,2018-03-07,12485.0
2258,2018-03-08,12485.0
2259,2018-03-09,12485.0
2260,2018-03-10,14115.0
2261,2018-03-11,13400.0
2262,2018-03-12,13745.0
2263,2018-03-13,12830.0
2264,2018-03-14,12725.0
2265,2018-03-15,14925.0
2266,2018-03-16,16365.0
2267,2018-03-17,19390.0
2268,2018-03-18,16360.0
2269,2018-03-19,15550.0
2270,2018-03-20,15820.0
2271,2018-03-21,15475.0
2272,2018-03-22,15475.0
2273,2018-03-23,16975.0
2274,2018-03-24,20897.0
2275,2018-03-25,18950.0
2276,2018-03-26,17655.0
2277,2018-03-27,17655.0
2278,2018-03-28,18255.0
2279,2018-03-29,18700.0
2280,2018-03-30,17575.0
2281,2018-03-31,18485.0
2282,2018-04-01,17155.0
2283,2018-04-02,17575.0
2284,2018-04-03,16795.0
2285,2018-04-04,16930.0
2286,2018-04-05,16795.0
2287,2018-04-06,18125.0
2288,2018-04-07,21515.0
2289,2018-04-08,21515.0
2290,2018-04-09,19245.0
2291,2018-04-10,19245.0
2292,2018-04-11,20425.0
2293,2018-04-12,19555.0
2294,2018-04-13,18145.0
2295,2018-04-14,19175.0
2296,2018-04-15,18930.0
2297,2018-04-16,18930.0
2298,2018-04-17,19840.0
2299,2018-04-18,19545.0
2300,2018-04-19,19220.0
2301,2018-04-20,19920.0
2302,2018-04-21,20250.0
2303,2018-04-22,19505.0
2304,2018-04-23,17750.0
2305,2018-04-24,17750.0
2306,2018-04-25,17750.0
2307,2018-04-26,17155.0
2308,2018-04-27,16040.0
2309,2018-04-28,21563.0
2310,2018-04-29,21913.0
2311,2018-04-30,21173.0
2312,2018-05-01,19203.0
2313,2018-05-02,18285.0
2314,2018-05-03,18250.0
2315,2018-05-04,16420.0
2316,2018-05-05,25550.0
2317,2018-05-06,24850.0
2318,2018-05-07,23350.0
2319,2018-05-08,23350.0
2320,2018-05-09,23350.0
2321,2018-05-10,23590.0
2322,2018-05-11,22675.0
2323,2018-05-12,23585.0
2324,2018-05-13,24485.0
2325,2018-05-14,19475.0
2326,2018-05-15,19550.0
2327,2018-05-16,19550.0
2328,2018-05-17,20095.0
2329,2018-05-18,21175.0
2330,2018-05-19,25320.0
2331,2018-05-20,29115.0
2332,2018-05-21,25120.0
2333,2018-05-22,22870.0
2334,2018-05-23,21055.0
2335,2018-05-24,21055.0
2336,2018-05-25,20645.0
2337,2018-05-26,30085.0
2338,2018-05-27,27055.0
2339,2018-05-28,22255.0
2340,2018-05-29,21365.0
2341,2018-05-30,21365.0
2342,2018-05-31,20485.0
2343,2018-06-01,21395.0
2344,2018-06-02,24327.0
2345,2018-06-03,23225.0
2346,2018-06-04,24435.0
2347,2018-06-05,24435.0
2348,2018-06-06,23125.0
2349,2018-06-07,25575.0
2350,2018-06-08,25215.0
2351,2018-06-09,25565.0
2352,2018-06-10,24423.0
2353,2018-06-11,24423.0
2354,2018-06-12,24595.0
2355,2018-06-13,24410.0
2356,2018-06-14,24325.0
2357,2018-06-15,23715.0
2358,2018-06-16,27470.0
2359,2018-06-17,23300.0
2360,2018-06-18,21750.0
2361,2018-06-19,21750.0
2362,2018-06-20,22660.0
2363,2018-06-21,21750.0
2364,2018-06-22,21720.0
2365,2018-06-23,29036.0
2366,2018-06-24,25835.0
2367,2018-06-25,23500.0
2368,2018-06-26,23900.0
2369,2018-06-27,24395.0
2370,2018-06-28,24230.0
2371,2018-06-29,25723.0
2372,2018-06-30,28100.0
2373,2018-07-01,28080.0
2374,2018-07-02,25905.0
2375,2018-07-03,24995.0
2376,2018-07-04,22990.0
2377,2018-07-05,22650.0
2378,2018-07-06,21150.0
2379,2018-07-07,31285.0
2380,2018-07-08,31135.0
2381,2018-07-09,24205.0
2382,2018-07-10,23970.0
2383,2018-07-11,25135.0
2384,2018-07-12,24970.0
2385,2018-07-13,27375.0
2386,2018-07-14,24270.0
2387,2018-07-15,22085.0
2388,2018-07-16,19805.0
2389,2018-07-17,19805.0
2390,2018-07-18,18700.0
2391,2018-07-19,18700.0
2392,2018-07-20,19605.0
2393,2018-07-21,26495.0
2394,2018-07-22,25745.0
2395,2018-07-23,24230.0
2396,2018-07-24,21825.0
2397,2018-07-25,19590.0
2398,2018-07-26,20110.0
2399,2018-07-27,22835.0
2400,2018-07-28,22100.0
2401,2018-07-29,23135.0
2402,2018-07-30,25490.0
2403,2018-07-31,21390.0
2404,2018-08-01,20264.0
2405,2018-08-02,25140.0
2406,2018-08-03,23684.0
2407,2018-08-04,24254.0
2408,2018-08-05,26044.0
2409,2018-08-06,25609.0
2410,2018-08-07,24694.0
2411,2018-08-08,22619.0
2412,2018-08-09,22204.0
2413,2018-08-10,23309.0
2414,2018-08-11,27659.0
2415,2018-08-12,26164.0
2416,2018-08-13,27079.0
2417,2018-08-14,24795.0
2418,2018-08-15,25200.0
2419,2018-08-16,26510.0
2420,2018-08-17,26510.0
2421,2018-08-18,28046.0
2422,2018-08-19,29000.0
2423,2018-08-20,27015.0
2424,2018-08-21,27015.0
2425,2018-08-22,27480.0
2426,2018-08-23,27015.0
2427,2018-08-24,28345.0
2428,2018-08-25,34805.0
2429,2018-08-26,33655.0
2430,2018-08-27,30080.0
2431,2018-08-28,28095.0
2432,2018-08-29,27700.0
2433,2018-08-30,26785.0
2434,2018-08-31,27360.0
2435,2018-09-01,33023.0
2436,2018-09-02,26415.0
2437,2018-09-03,23685.0
2438,2018-09-04,21999.0
2439,2018-09-05,19908.0
2440,2018-09-06,19022.0
2441,2018-09-07,18808.0
2442,2018-09-08,21974.0
2443,2018-09-09,22340.0
2444,2018-09-10,22620.0
2445,2018-09-11,20755.0
2446,2018-09-12,19215.0
2447,2018-09-13,18910.0
2448,2018-09-14,20555.0
2449,2018-09-15,24045.0
2450,2018-09-16,23115.0
2451,2018-09-17,22120.0
2452,2018-09-18,23940.0
2453,2018-09-19,24415.0
2454,2018-09-20,23910.0
2455,2018-09-21,22310.0
2456,2018-09-22,30580.0
2457,2018-09-23,28800.0
2458,2018-09-24,23735.0
2459,2018-09-25,21740.0
2460,2018-09-26,21675.0
2461,2018-09-27,26020.0
2462,2018-09-28,23215.0
2463,2018-09-29,29275.0
2464,2018-09-30,27055.0
2465,2018-10-01,24420.0
2466,2018-10-02,22695.0
2467,2018-10-03,23640.0
2468,2018-10-04,23615.0
2469,2018-10-05,23425.0
2470,2018-10-06,27040.0
2471,2018-10-07,23205.0
2472,2018-10-08,23638.0
2473,2018-10-09,24843.0
2474,2018-10-10,23225.0
2475,2018-10-11,24190.0
2476,2018-10-12,24370.0
2477,2018-10-13,26260.0
2478,2018-10-14,26620.0
2479,2018-10-15,22910.0
2480,2018-10-16,22190.0
2481,2018-10-17,22165.0
2482,2018-10-18,19830.0
2483,2018-10-19,22300.0
2484,2018-10-20,21295.0
2485,2018-10-21,20100.0
2486,2018-10-22,19660.0
2487,2018-10-23,19545.0
2488,2018-10-24,20455.0
2489,2018-10-25,21345.0
2490,2018-10-26,21085.0
2491,2018-10-27,24800.0
2492,2018-10-28,20300.0
2493,2018-10-29,20330.0
2494,2018-10-30,20140.0
2495,2018-10-31,20680.0
2496,2018-11-01,20210.0
2497,2018-11-02,20355.0
2498,2018-11-03,22530.0
2499,2018-11-04,21200.0
2500,2018-11-05,19165.0
2501,2018-11-06,19165.0
2502,2018-11-07,19165.0
2503,2018-11-08,18460.0
2504,2018-11-09,19071.0
2505,2018-11-10,20500.0
2506,2018-11-11,20500.0
2507,2018-11-12,20500.0
2508,2018-11-13,21600.0
2509,2018-11-14,20300.0
2510,2018-11-15,19150.0
2511,2018-11-16,19570.0
2512,2018-11-17,21575.0
2513,2018-11-18,19155.0
2514,2018-11-19,19485.0
2515,2018-11-20,19485.0
2516,2018-11-21,19515.0
2517,2018-11-22,18585.0
2518,2018-11-23,19885.0
2519,2018-11-24,18270.0
2520,2018-11-25,17270.0
2521,2018-11-26,15815.0
2522,2018-11-27,15060.0
2523,2018-11-28,16190.0
2524,2018-11-29,15055.0
2525,2018-11-30,12315.0
2526,2018-12-01,17590.0
2527,2018-12-02,15160.0
2528,2018-12-03,11060.0
2529,2018-12-04,11060.0
2530,2018-12-05,11490.0
2531,2018-12-06,11155.0
2532,2018-12-07,10425.0
2533,2018-12-08,14625.0
2534,2018-12-09,11210.0
2535,2018-12-10,8615.0
2536,2018-12-11,8325.0
2537,2018-12-12,8290.0
2538,2018-12-13,9139.0
2539,2018-12-14,9705.0
2540,2018-12-15,8265.0
2541,2018-12-16,7875.0
2542,2018-12-17,7150.0
2543,2018-12-18,7475.0
2544,2018-12-19,8355.0
2545,2018-12-20,8645.0
2546,2018-12-21,7930.0
2547,2018-12-22,11620.0
2548,2018-12-23,12250.0
2549,2018-12-24,9125.0
2550,2018-12-25,9000.0
2551,2018-12-26,8180.0
2552,2018-12-27,6490.0
2553,2018-12-28,6700.0
2554,2018-12-29,6600.0
2555,2018-12-30,6600.0
2556,2018-12-31,6600.0
2557,2019-01-01,6755.0
2558,2019-01-02,6755.0
2559,2019-01-03,6755.0
2560,2019-01-04,6645.0
2561,2019-01-05,7975.0
2562,2019-01-06,7550.0
2563,2019-01-07,6640.0
2564,2019-01-08,7060.0
2565,2019-01-09,6815.0
2566,2019-01-10,7725.0
2567,2019-01-11,8068.0
2568,2019-01-12,9158.0
2569,2019-01-13,10068.0
2570,2019-01-14,11473.0
2571,2019-01-15,9093.0
2572,2019-01-16,9227.0
2573,2019-01-17,8839.0
2574,2019-01-18,9566.0
2575,2019-01-19,12412.0
2576,2019-01-20,9969.0
2577,2019-01-21,9859.0
2578,2019-01-22,8529.0
2579,2019-01-23,8529.0
2580,2019-01-24,7614.0
2581,2019-01-25,9568.0
2582,2019-01-26,7418.0
2583,2019-01-27,8218.0
2584,2019-01-28,8148.0
2585,2019-01-29,8218.0
2586,2019-01-30,7793.0
2587,2019-01-31,7460.0
2588,2019-02-01,6680.0
2589,2019-02-02,6680.0
2590,2019-02-03,7210.0
2591,2019-02-04,7210.0
2592,2019-02-05,8090.0
2593,2019-02-06,7210.0
2594,2019-02-07,7210.0
2595,2019-02-08,7210.0
2596,2019-02-09,8125.0
2597,2019-02-10,7210.0
2598,2019-02-11,7210.0
2599,2019-02-12,7210.0
2600,2019-02-13,7210.0
2601,2019-02-14,8520.0
2602,2019-02-15,9540.0
2603,2019-02-16,11545.0
2604,2019-02-17,11545.0
2605,2019-02-18,8995.0
2606,2019-02-19,9870.0
2607,2019-02-20,10215.0
2608,2019-02-21,9340.0
2609,2019-02-22,9895.0
2610,2019-02-23,11436.0
2611,2019-02-24,10124.0
2612,2019-02-25,10124.0
2613,2019-02-26,10124.0
2614,2019-02-27,10124.0
2615,2019-02-28,11034.0
2616,2019-03-01,12334.0
2617,2019-03-02,13054.0
2618,2019-03-03,17569.0
2619,2019-03-04,13484.0
2620,2019-03-05,13264.0
2621,2019-03-06,12094.0
2622,2019-03-07,12354.0
2623,2019-03-08,12354.0
2624,2019-03-09,16599.0
2625,2019-03-10,16599.0
2626,2019-03-11,14009.0
2627,2019-03-12,13549.0
2628,2019-03-13,12669.0
2629,2019-03-14,12779.0
2630,2019-03-15,16600.0
2631,2019-03-16,21535.0
2632,2019-03-17,21950.0
2633,2019-03-18,18045.0
2634,2019-03-19,16280.0
2635,2019-03-20,16280.0
2636,2019-03-21,17590.0
2637,2019-03-22,16380.0
2638,2019-03-23,17155.0
2639,2019-03-24,14935.0
2640,2019-03-25,13620.0
2641,2019-03-26,13305.0
2642,2019-03-27,14445.0
2643,2019-03-28,14130.0
2644,2019-03-29,15455.0
2645,2019-03-30,15455.0
2646,2019-03-31,18980.0
2647,2019-04-01,19385.0
2648,2019-04-02,18580.0
2649,2019-04-03,19490.0
2650,2019-04-04,18575.0
2651,2019-04-05,18155.0
2652,2019-04-06,19475.0
2653,2019-04-07,17875.0
2654,2019-04-08,16345.0
2655,2019-04-09,15875.0
2656,2019-04-10,16790.0
2657,2019-04-11,18285.0
2658,2019-04-12,19615.0
2659,2019-04-13,20525.0
2660,2019-04-14,20525.0
2661,2019-04-15,19799.0
2662,2019-04-16,19279.0
2663,2019-04-17,19279.0
2664,2019-04-18,16984.0
2665,2019-04-19,16984.0
2666,2019-04-20,22835.0
2667,2019-04-21,23980.0
2668,2019-04-22,26350.0
2669,2019-04-23,20310.0
2670,2019-04-24,17250.0
2671,2019-04-25,17250.0
2672,2019-04-26,18675.0
2673,2019-04-27,21980.0
2674,2019-04-28,22765.0
2675,2019-04-29,20355.0
2676,2019-04-30,21690.0
2677,2019-05-01,20482.0
2678,2019-05-02,20355.0
2679,2019-05-03,20355.0
2680,2019-05-04,23495.0
2681,2019-05-05,22710.0
2682,2019-05-06,22675.0
2683,2019-05-07,23495.0
2684,2019-05-08,23075.0
2685,2019-05-09,23315.0
2686,2019-05-10,22280.0
2687,2019-05-11,23425.0
2688,2019-05-12,26625.0
2689,2019-05-13,22930.0
2690,2019-05-14,21620.0
2691,2019-05-15,18960.0
2692,2019-05-16,18960.0
2693,2019-05-17,18960.0
2694,2019-05-18,21180.0
2695,2019-05-19,20380.0
2696,2019-05-20,19080.0
2697,2019-05-21,19080.0
2698,2019-05-22,19080.0
2699,2019-05-23,19990.0
2700,2019-05-24,19990.0
2701,2019-05-25,25110.0
2702,2019-05-26,24623.0
2703,2019-05-27,21473.0
2704,2019-05-28,19678.0
2705,2019-05-29,19678.0
2706,2019-05-30,22265.0
2707,2019-05-31,20955.0
2708,2019-06-01,25299.0
2709,2019-06-02,28315.0
2710,2019-06-03,22439.0
2711,2019-06-04,22608.0
2712,2019-06-05,21583.0
2713,2019-06-06,21040.0
2714,2019-06-07,28516.0
2715,2019-06-08,31230.0
2716,2019-06-09,29066.0
2717,2019-06-10,24581.0
2718,2019-06-11,23086.0
2719,2019-06-12,21161.0
2720,2019-06-13,20298.0
2721,2019-06-14,21343.0
2722,2019-06-15,21648.0
2723,2019-06-16,21603.0
2724,2019-06-17,20823.0
2725,2019-06-18,21707.0
2726,2019-06-19,21157.0
2727,2019-06-20,23149.0
2728,2019-06-21,21267.0
2729,2019-06-22,21137.0
2730,2019-06-23,21537.0
2731,2019-06-24,19082.0
2732,2019-06-25,18282.0
2733,2019-06-26,22462.0
2734,2019-06-27,19787.0
2735,2019-06-28,18518.0
2736,2019-06-29,20663.0
2737,2019-06-30,25418.0
2738,2019-07-01,22095.0
2739,2019-07-02,22095.0
2740,2019-07-03,22095.0
2741,2019-07-04,22095.0
2742,2019-07-05,21895.0
2743,2019-07-06,24954.0
2744,2019-07-07,24189.0
2745,2019-07-08,22809.0
2746,2019-07-09,23882.0
2747,2019-07-10,22837.0
2748,2019-07-11,22417.0
2749,2019-07-12,22417.0
2750,2019-07-13,24729.0
2751,2019-07-14,24147.0
2752,2019-07-15,24193.0
2753,2019-07-16,24193.0
2754,2019-07-17,24193.0
2755,2019-07-18,24193.0
2756,2019-07-19,25621.0
2757,2019-07-20,25513.0
2758,2019-07-21,25615.0
2759,2019-07-22,24396.0
2760,2019-07-23,27359.0
2761,2019-07-24,27689.0
2762,2019-07-25,29468.0
2763,2019-07-26,33683.0
2764,2019-07-27,30638.0
2765,2019-07-28,27308.0
2766,2019-07-29,25088.0
2767,2019-07-30,25088.0
2768,2019-07-31,27328.0
2769,2019-08-01,26151.0
2770,2019-08-02,25070.0
2771,2019-08-03,27110.0
2772,2019-08-04,26635.0
2773,2019-08-05,26635.0
2774,2019-08-06,25087.0
2775,2019-08-07,27502.0
2776,2019-08-08,27502.0
2777,2019-08-09,27272.0
2778,2019-08-10,34572.0
2779,2019-08-11,35367.0
2780,2019-08-12,29247.0
2781,2019-08-13,28842.0
2782,2019-08-14,30647.0
2783,2019-08-15,32765.0
2784,2019-08-16,32420.0
2785,2019-08-17,32861.0
2786,2019-08-18,30522.0
2787,2019-08-19,29016.0
2788,2019-08-20,27516.0
2789,2019-08-21,27907.0
2790,2019-08-22,27745.0
2791,2019-08-23,27660.0
2792,2019-08-24,28355.0
2793,2019-08-25,28762.0
2794,2019-08-26,26125.0
2795,2019-08-27,25520.0
2796,2019-08-28,24825.0
2797,2019-08-29,26820.0
2798,2019-08-30,26820.0
2799,2019-08-31,26705.0
2800,2019-09-01,25495.0
2801,2019-09-02,24995.0
2802,2019-09-03,21900.0
2803,2019-09-04,20405.0
2804,2019-09-05,18910.0
2805,2019-09-06,20140.0
2806,2019-09-07,20145.0
2807,2019-09-08,18845.0
2808,2019-09-09,18845.0
2809,2019-09-10,17535.0
2810,2019-09-11,17535.0
2811,2019-09-12,17535.0
2812,2019-09-13,17535.0
2813,2019-09-14,20240.0
2814,2019-09-15,20240.0
2815,2019-09-16,20240.0
2816,2019-09-17,19350.0
2817,2019-09-18,19350.0
2818,2019-09-19,18020.0
2819,2019-09-20,18020.0
2820,2019-09-21,20725.0
2821,2019-09-22,20725.0
2822,2019-09-23,20725.0
2823,2019-09-24,20725.0
2824,2019-09-25,20725.0
2825,2019-09-26,20725.0
2826,2019-09-27,20605.0
2827,2019-09-28,21515.0
2828,2019-09-29,20635.0
2829,2019-09-30,20635.0
2830,2019-10-01,20635.0
2831,2019-10-02,20635.0
2832,2019-10-03,20635.0
2833,2019-10-04,19725.0
2834,2019-10-05,23280.0
2835,2019-10-06,23280.0
2836,2019-10-07,23280.0
2837,2019-10-08,23280.0
2838,2019-10-09,21950.0
2839,2019-10-10,21950.0
2840,2019-10-11,21950.0
2841,2019-10-12,23280.0
2842,2019-10-13,23280.0
2843,2019-10-14,23280.0
2844,2019-10-15,23280.0
2845,2019-10-16,21045.0
2846,2019-10-17,21045.0
2847,2019-10-18,19715.0
2848,2019-10-19,19715.0
2849,2019-10-20,19715.0
2850,2019-10-21,19715.0
2851,2019-10-22,18805.0
2852,2019-10-23,16590.0
2853,2019-10-24,16590.0
2854,2019-10-25,16590.0
2855,2019-10-26,17470.0
2856,2019-10-27,17470.0
2857,2019-10-28,16590.0
2858,2019-10-29,16590.0
2859,2019-10-30,15680.0
2860,2019-10-31,15680.0
2861,2019-11-01,15680.0
2862,2019-11-02,15680.0
2863,2019-11-03,15680.0
2864,2019-11-04,14770.0
2865,2019-11-05,14770.0
2866,2019-11-06,14770.0
2867,2019-11-07,14770.0
2868,2019-11-08,13855.0
2869,2019-11-09,13460.0
2870,2019-11-10,13460.0
2871,2019-11-11,12150.0
2872,2019-11-12,12150.0
2873,2019-11-13,11240.0
2874,2019-11-14,9910.0
2875,2019-11-15,9910.0
2876,2019-11-16,9910.0
2877,2019-11-17,9910.0
2878,2019-11-18,9910.0
2879,2019-11-19,9910.0
2880,2019-11-20,8575.0
2881,2019-11-21,8575.0
2882,2019-11-22,8575.0
2883,2019-11-23,8575.0
2884,2019-11-24,8575.0
2885,2019-11-25,8575.0
2886,2019-11-26,8575.0
2887,2019-11-27,8575.0
2888,2019-11-28,6745.0
2889,2019-11-29,6745.0
2890,2019-11-30,8505.0
2891,2019-12-01,7590.0
2892,2019-12-02,7590.0
2893,2019-12-03,7590.0
2894,2019-12-04,6700.0
2895,2019-12-05,6700.0
2896,2019-12-06,6700.0
2897,2019-12-07,6700.0
2898,2019-12-08,6700.0
2899,2019-12-09,5790.0
2900,2019-12-10,5790.0
2901,2019-12-11,4875.0
2902,2019-12-12,4875.0
2903,2019-12-13,4875.0
2904,2019-12-14,4875.0
2905,2019-12-15,3545.0
2906,2019-12-16,3545.0
2907,2019-12-17,2640.0
2908,2019-12-18,2640.0
2909,2019-12-19,2640.0
2910,2019-12-20,2640.0
2911,2019-12-21,2640.0
2912,2019-12-22,2640.0
2913,2019-12-23,2640.0
2914,2019-12-24,2640.0
2915,2019-12-25,2640.0
2916,2019-12-26,2640.0
2917,2019-12-27,2640.0
2918,2019-12-28,2640.0
2919,2019-12-29,2640.0
2920,2019-12-30,2640.0
2921,2019-12-31,2640.0
2922,2020-01-01,2640.0
2923,2020-01-02,2640.0
