"Date"	"MaxTemperature	"MinTemperature	"Month"	"WeekDay"	"is_WeekDay"	"Holiday"	"Index"
2015-10-26 00:00:00	17.394285714285715	9.071428571428571	10	0	1	Day
2015-10-27 00:00:00	17.628571428571426	11.908571428571427	10	1	1	Day
2015-10-28 00:00:00	14.634285714285712	9.242857142857142	10	2	1	Day
2015-10-29 00:00:00	15.834285714285713	8.794285714285714	10	3	1	Day
2015-10-30 00:00:00	17.677142857142858	8.52	10	4	1	Day
2015-10-31 00:00:00	18.968571428571426	8.014285714285714	10	5	0	Day
2015-11-01 00:00:00	18.431428571428572	7.008571428571429	11	6	0	Holiday
2015-11-02 00:00:00	15.640000000000002	7.945714285714287	11	0	1	Day
2015-11-03 00:00:00	15.102857142857143	10.945714285714287	11	1	1	Day
2015-11-04 00:00:00	16.702857142857145	11.172857142857145	11	2	1	Day
2015-11-05 00:00:00	17.825714285714284	10.397142857142859	11	3	1	Day
2015-11-06 00:00:00	18.757142857142856	12.365714285714287	11	4	1	Day
2015-11-07 00:00:00	20.625714285714285	11.57	11	5	0	Day
2015-11-08 00:00:00	19.957142857142856	11.122857142857143	11	6	0	Day
2015-11-09 00:00:00	18.062857142857144	11.377142857142859	11	0	1	Day
2015-11-10 00:00:00	16.73142857142857	9.331428571428573	11	1	1	Day
2015-11-11 00:00:00	15.505714285714287	8.545714285714284	11	2	1	Holiday
2015-11-12 00:00:00	15.360000000000001	8.562857142857144	11	3	1	Day
2015-11-13 00:00:00	14.665714285714287	8.992857142857142	11	4	1	Day
2015-11-14 00:00:00	14.148571428571426	7.737142857142856	11	5	0	Day
2015-11-15 00:00:00	17.09142857142857	9.077142857142858	11	6	0	Day
2015-11-16 00:00:00	15.51142857142857	9.08	11	0	1	Day
2015-11-17 00:00:00	16.41142857142857	10.899999999999999	11	1	1	Day
2015-11-18 00:00:00	17.38857142857143	11.845714285714285	11	2	1	Day
2015-11-19 00:00:00	16.434285714285714	11.862857142857143	11	3	1	Day
2015-11-20 00:00:00	13.74	9.168571428571429	11	4	1	Day
2015-11-21 00:00:00	8.98857142857143	3.6914285714285717	11	5	0	Day
2015-11-22 00:00:00	6.837142857142857	2.1228571428571428	11	6	0	Day
2015-11-23 00:00:00	6.571428571428571	0.6514285714285715	11	0	1	Day
2015-11-24 00:00:00	6.90857142857143	0.41714285714285715	11	1	1	Day
2015-11-25 00:00:00	9.688571428571427	6.025714285714286	11	2	1	Day
2015-11-26 00:00:00	9.145714285714288	3.5742857142857143	11	3	1	Day
2015-11-27 00:00:00	7.2857142857142865	2.7114285714285713	11	4	1	Day
2015-11-28 00:00:00	9.554285714285713	3.9714285714285715	11	5	0	Day
2015-11-29 00:00:00	12.214285714285714	6.960000000000001	11	6	0	Day
2015-11-30 00:00:00	13.248571428571429	8.714285714285714	11	0	1	Day
2015-12-01 00:00:00	13.208571428571428	6.735714285714286	12	1	1	Day
2015-12-02 00:00:00	11.982857142857142	5.26	12	2	1	Day
2015-12-03 00:00:00	10.800000000000002	4.84	12	3	1	Day
2015-12-04 00:00:00	11.591428571428573	5.825714285714285	12	4	1	Day
2015-12-05 00:00:00	10.388571428571431	5.122857142857143	12	5	0	Day
2015-12-06 00:00:00	13.168571428571427	7.597142857142858	12	6	0	Day
2015-12-07 00:00:00	14.217142857142857	7.691428571428571	12	0	1	Day
2015-12-08 00:00:00	12.765714285714285	7.122857142857143	12	1	1	Day
2015-12-09 00:00:00	11.305714285714286	3.725714285714285	12	2	1	Day
2015-12-10 00:00:00	8.768571428571429	2.78	12	3	1	Day
2015-12-11 00:00:00	11.197142857142858	3.437142857142857	12	4	1	Day
2015-12-12 00:00:00	11.694285714285714	5.415714285714286	12	5	0	Day
2015-12-13 00:00:00	9.928571428571429	4.7214285714285715	12	6	0	Day
2015-12-14 00:00:00	10.617142857142856	3.9857142857142858	12	0	1	Day
2015-12-15 00:00:00	12.022857142857143	7.045714285714285	12	1	1	Day
2015-12-16 00:00:00	14.36857142857143	9.242857142857144	12	2	1	Day
2015-12-17 00:00:00	14.640000000000002	9.26	12	3	1	Day
2015-12-18 00:00:00	13.728571428571428	9.22857142857143	12	4	1	Day
2015-12-19 00:00:00	14.357142857142858	8.971428571428572	12	5	0	Day
2015-12-20 00:00:00	13.85714285714286	9.882857142857143	12	6	0	Day
2015-12-21 00:00:00	13.162857142857142	9.134285714285715	12	0	1	Day
2015-12-22 00:00:00	13.497142857142858	8.888571428571428	12	1	1	Day
2015-12-23 00:00:00	12.98857142857143	8.922857142857143	12	2	1	Day
2015-12-24 00:00:00	13.440000000000001	8.498571428571429	12	3	1	Day
2015-12-25 00:00:00	14.32	8.088571428571427	12	4	1	Holiday
2015-12-26 00:00:00	13.69142857142857	7.255714285714286	12	5	0	Day
2015-12-27 00:00:00	12.925714285714285	6.421428571428572	12	6	0	Day
2015-12-28 00:00:00	12.162857142857142	6.005714285714285	12	0	1	Day
2015-12-29 00:00:00	11.734285714285713	6.061428571428571	12	1	1	Day
2015-12-30 00:00:00	11.674285714285713	5.571428571428571	12	2	1	Day
2015-12-31 00:00:00	10.82857142857143	5.7057142857142855	12	3	1	Day
2016-01-01 00:00:00	9.219999999999999	4.674285714285714	1	4	1	Holiday
2016-01-02 00:00:00	9.88	6.631428571428571	1	5	0	Day
2016-01-03 00:00:00	8.588571428571427	5.960000000000001	1	6	0	Day
2016-01-04 00:00:00	10.034285714285714	6.477142857142858	1	0	1	Day
2016-01-05 00:00:00	9.18	5.785714285714286	1	1	1	Day
2016-01-06 00:00:00	8.871428571428572	5.305714285714285	1	2	1	Day
2016-01-07 00:00:00	10.360000000000001	5.994285714285714	1	3	1	Day
2016-01-08 00:00:00	10.134285714285712	5.257142857142857	1	4	1	Day
2016-01-09 00:00:00	11.040000000000001	6.954285714285714	1	5	0	Day
2016-01-10 00:00:00	9.754285714285714	6.605714285714285	1	6	0	Day
2016-01-11 00:00:00	9.731428571428571	6.797142857142858	1	0	1	Day
2016-01-12 00:00:00	8.834285714285715	4.831428571428571	1	1	1	Day
2016-01-13 00:00:00	8.08	3.06	1	2	1	Day
2016-01-14 00:00:00	6.848571428571428	3.0771428571428574	1	3	1	Day
2016-01-15 00:00:00	5.731428571428572	1.577142857142857	1	4	1	Day
2016-01-16 00:00:00	5.628571428571429	1.1228571428571426	1	5	0	Day
2016-01-17 00:00:00	5.319999999999999	-0.5757142857142856	1	6	0	Day
2016-01-18 00:00:00	2.1085714285714285	-0.7657142857142858	1	0	1	Day
2016-01-19 00:00:00	4.191428571428572	0.5085714285714287	1	1	1	Day
2016-01-20 00:00:00	4.722857142857143	0.10000000000000002	1	2	1	Day
2016-01-21 00:00:00	5.5685714285714285	-0.7457142857142857	1	3	1	Day
2016-01-22 00:00:00	7.254285714285715	0.5257142857142856	1	4	1	Day
2016-01-23 00:00:00	10.20857142857143	4.440000000000001	1	5	0	Day
2016-01-24 00:00:00	11.594285714285713	4.385714285714286	1	6	0	Day
2016-01-25 00:00:00	13.102857142857145	5.16	1	0	1	Day
